slug_game,medal_type,country_name,country_3_letter_code
beijing-2022,GOLD,Italy,ITA
beijing-2022,GOLD,Italy,ITA
beijing-2022,SILVER,Norway,NOR
beijing-2022,SILVER,Norway,NOR
beijing-2022,BRONZE,Sweden,SWE
beijing-2022,BRONZE,Sweden,SWE
beijing-2022,GOLD,Great Britain,GBR
beijing-2022,SILVER,Japan,JPN
beijing-2022,BRONZE,Sweden,SWE
beijing-2022,GOLD,Sweden,SWE
beijing-2022,SILVER,Great Britain,GBR
beijing-2022,BRONZE,Canada,CAN
beijing-2022,SILVER,Canada,CAN
beijing-2022,GOLD,Sweden,SWE
beijing-2022,BRONZE,Japan,JPN
beijing-2022,GOLD,New Zealand,NZL
beijing-2022,SILVER,United States of America,USA
beijing-2022,BRONZE,United States of America,USA
beijing-2022,BRONZE,Sweden,SWE
beijing-2022,GOLD,Norway,NOR
beijing-2022,SILVER,United States of America,USA
beijing-2022,BRONZE,ROC,ROC
beijing-2022,SILVER,Switzerland,SUI
beijing-2022,GOLD,Switzerland,SUI
beijing-2022,BRONZE,Switzerland,SUI
beijing-2022,GOLD,People's Republic of China,CHN
beijing-2022,SILVER,France,FRA
beijing-2022,SILVER,United States of America,USA
beijing-2022,GOLD,Australia,AUS
beijing-2022,BRONZE,ROC,ROC
beijing-2022,GOLD,United States of America,USA
beijing-2022,SILVER,People's Republic of China,CHN
beijing-2022,BRONZE,Canada,CAN
beijing-2022,SILVER,Canada,CAN
beijing-2022,GOLD,Sweden,SWE
beijing-2022,BRONZE,Germany,GER
beijing-2022,BRONZE,ROC,ROC
beijing-2022,GOLD,People's Republic of China,CHN
beijing-2022,SILVER,Ukraine,UKR
beijing-2022,SILVER,Belarus,BLR
beijing-2022,GOLD,People's Republic of China,CHN
beijing-2022,BRONZE,United States of America,USA
beijing-2022,SILVER,Canada,CAN
beijing-2022,GOLD,People's Republic of China,CHN
beijing-2022,BRONZE,Canada,CAN
beijing-2022,SILVER,People's Republic of China,CHN
beijing-2022,GOLD,Switzerland,SUI
beijing-2022,BRONZE,Estonia,EST
beijing-2022,SILVER,United States of America,USA
beijing-2022,BRONZE,Sweden,SWE
beijing-2022,GOLD,United States of America,USA
beijing-2022,SILVER,Netherlands,NED
beijing-2022,BRONZE,Canada,CAN
beijing-2022,GOLD,Italy,ITA
beijing-2022,BRONZE,Canada,CAN
beijing-2022,GOLD,Hungary,HUN
beijing-2022,SILVER,ROC,ROC
beijing-2022,GOLD,Canada,CAN
beijing-2022,SILVER,Republic of Korea,KOR
beijing-2022,BRONZE,Italy,ITA
beijing-2022,GOLD,People's Republic of China,CHN
beijing-2022,SILVER,Italy,ITA
beijing-2022,BRONZE,Hungary,HUN
beijing-2022,BRONZE,ROC,ROC
beijing-2022,GOLD,Republic of Korea,KOR
beijing-2022,SILVER,Canada,CAN
beijing-2022,GOLD,People's Republic of China,CHN
beijing-2022,SILVER,People's Republic of China,CHN
beijing-2022,BRONZE,Hungary,HUN
beijing-2022,GOLD,Netherlands,NED
beijing-2022,SILVER,Republic of Korea,KOR
beijing-2022,BRONZE,People's Republic of China,CHN
beijing-2022,GOLD,Netherlands,NED
beijing-2022,SILVER,Republic of Korea,KOR
beijing-2022,BRONZE,Belgium,BEL
beijing-2022,GOLD,Republic of Korea,KOR
beijing-2022,BRONZE,Netherlands,NED
beijing-2022,SILVER,Italy,ITA
beijing-2022,SILVER,Spain,ESP
beijing-2022,BRONZE,Japan,JPN
beijing-2022,GOLD,United States of America,USA
beijing-2022,GOLD,United States of America,USA
beijing-2022,GOLD,United States of America,USA
beijing-2022,SILVER,Italy,ITA
beijing-2022,SILVER,Italy,ITA
beijing-2022,BRONZE,Canada,CAN
beijing-2022,BRONZE,Canada,CAN
beijing-2022,BRONZE,Canada,CAN
beijing-2022,SILVER,France,FRA
beijing-2022,GOLD,United States of America,USA
beijing-2022,SILVER,Slovenia,SLO
beijing-2022,GOLD,Austria,AUT
beijing-2022,BRONZE,ROC,ROC
beijing-2022,BRONZE,Japan,JPN
beijing-2022,SILVER,New Zealand,NZL
beijing-2022,GOLD,Austria,AUT
beijing-2022,BRONZE,Italy,ITA
beijing-2022,SILVER,Canada,CAN
beijing-2022,GOLD,Austria,AUT
beijing-2022,GOLD,Canada,CAN
beijing-2022,SILVER,People's Republic of China,CHN
beijing-2022,BRONZE,Canada,CAN
beijing-2022,BRONZE,Switzerland,SUI
beijing-2022,GOLD,Japan,JPN
beijing-2022,SILVER,Australia,AUS
beijing-2022,BRONZE,Australia,AUS
beijing-2022,SILVER,United States of America,USA
beijing-2022,GOLD,New Zealand,NZL
beijing-2022,SILVER,Austria,AUT
beijing-2022,GOLD,Czech Republic,CZE
beijing-2022,BRONZE,Slovenia,SLO
beijing-2022,SILVER,Norway,NOR
beijing-2022,GOLD,People's Republic of China,CHN
beijing-2022,BRONZE,Canada,CAN
beijing-2022,GOLD,Austria,AUT
beijing-2022,SILVER,Slovenia,SLO
beijing-2022,BRONZE,Germany,GER
beijing-2022,GOLD,Norway,NOR
beijing-2022,SILVER,Japan,JPN
beijing-2022,BRONZE,Germany,GER
beijing-2022,GOLD,Slovenia,SLO
beijing-2022,SILVER,ROC,ROC
beijing-2022,BRONZE,Canada,CAN
beijing-2022,SILVER,Germany,GER
beijing-2022,GOLD,Slovenia,SLO
beijing-2022,BRONZE,Slovenia,SLO
beijing-2022,BRONZE,Poland,POL
beijing-2022,SILVER,Austria,AUT
beijing-2022,GOLD,Japan,JPN
beijing-2022,GOLD,ROC,ROC
beijing-2022,GOLD,ROC,ROC
beijing-2022,SILVER,United States of America,USA
beijing-2022,BRONZE,Japan,JPN
beijing-2022,GOLD,People's Republic of China,CHN
beijing-2022,GOLD,People's Republic of China,CHN
beijing-2022,SILVER,ROC,ROC
beijing-2022,SILVER,ROC,ROC
beijing-2022,BRONZE,ROC,ROC
beijing-2022,BRONZE,ROC,ROC
beijing-2022,GOLD,France,FRA
beijing-2022,GOLD,France,FRA
beijing-2022,SILVER,ROC,ROC
beijing-2022,SILVER,ROC,ROC
beijing-2022,BRONZE,United States of America,USA
beijing-2022,BRONZE,United States of America,USA
beijing-2022,GOLD,ROC,ROC
beijing-2022,SILVER,ROC,ROC
beijing-2022,BRONZE,Japan,JPN
beijing-2022,BRONZE,Japan,JPN
beijing-2022,GOLD,United States of America,USA
beijing-2022,SILVER,Japan,JPN
beijing-2022,GOLD,Germany,GER
beijing-2022,SILVER,Austria,AUT
beijing-2022,BRONZE,Latvia,LAT
beijing-2022,GOLD,Germany,GER
beijing-2022,GOLD,Germany,GER
beijing-2022,SILVER,Germany,GER
beijing-2022,SILVER,Germany,GER
beijing-2022,BRONZE,Austria,AUT
beijing-2022,BRONZE,Austria,AUT
beijing-2022,SILVER,Austria,AUT
beijing-2022,GOLD,Germany,GER
beijing-2022,BRONZE,Italy,ITA
beijing-2022,SILVER,Germany,GER
beijing-2022,BRONZE,ROC,ROC
beijing-2022,GOLD,Germany,GER
beijing-2022,GOLD,Finland,FIN
beijing-2022,SILVER,ROC,ROC
beijing-2022,BRONZE,Slovakia,SVK
beijing-2022,GOLD,Canada,CAN
beijing-2022,SILVER,United States of America,USA
beijing-2022,BRONZE,Finland,FIN
beijing-2022,GOLD,France,FRA
beijing-2022,SILVER,Norway,NOR
beijing-2022,BRONZE,ROC,ROC
beijing-2022,GOLD,Norway,NOR
beijing-2022,SILVER,France,FRA
beijing-2022,BRONZE,ROC,ROC
beijing-2022,SILVER,Norway,NOR
beijing-2022,GOLD,France,FRA
beijing-2022,BRONZE,Norway,NOR
beijing-2022,SILVER,Sweden,SWE
beijing-2022,BRONZE,Norway,NOR
beijing-2022,GOLD,Norway,NOR
beijing-2022,SILVER,France,FRA
beijing-2022,GOLD,Norway,NOR
beijing-2022,BRONZE,Norway,NOR
beijing-2022,SILVER,Sweden,SWE
beijing-2022,GOLD,Norway,NOR
beijing-2022,BRONZE,Italy,ITA
beijing-2022,GOLD,Sweden,SWE
beijing-2022,SILVER,ROC,ROC
beijing-2022,BRONZE,Germany,GER
beijing-2022,SILVER,Sweden,SWE
beijing-2022,BRONZE,Norway,NOR
beijing-2022,GOLD,Norway,NOR
beijing-2022,BRONZE,Norway,NOR
beijing-2022,SILVER,Belarus,BLR
beijing-2022,GOLD,France,FRA
beijing-2022,GOLD,Norway,NOR
beijing-2022,SILVER,France,FRA
beijing-2022,BRONZE,ROC,ROC
beijing-2022,GOLD,Germany,GER
beijing-2022,SILVER,France,FRA
beijing-2022,BRONZE,Norway,NOR
beijing-2022,GOLD,France,FRA
beijing-2022,SILVER,Austria,AUT
beijing-2022,BRONZE,Norway,NOR
beijing-2022,GOLD,Switzerland,SUI
beijing-2022,SILVER,France,FRA
beijing-2022,BRONZE,Austria,AUT
beijing-2022,SILVER,Austria,AUT
beijing-2022,BRONZE,Switzerland,SUI
beijing-2022,GOLD,Switzerland,SUI
beijing-2022,GOLD,Austria,AUT
beijing-2022,BRONZE,Norway,NOR
beijing-2022,SILVER,United States of America,USA
beijing-2022,GOLD,Switzerland,SUI
beijing-2022,SILVER,Italy,ITA
beijing-2022,BRONZE,Italy,ITA
beijing-2022,GOLD,Austria,AUT
beijing-2022,SILVER,Germany,GER
beijing-2022,BRONZE,Norway,NOR
beijing-2022,BRONZE,Canada,CAN
beijing-2022,GOLD,Austria,AUT
beijing-2022,SILVER,Norway,NOR
beijing-2022,BRONZE,France,FRA
beijing-2022,SILVER,Slovenia,SLO
beijing-2022,GOLD,Switzerland,SUI
beijing-2022,SILVER,Italy,ITA
beijing-2022,BRONZE,Switzerland,SUI
beijing-2022,GOLD,Sweden,SWE
beijing-2022,BRONZE,Italy,ITA
beijing-2022,SILVER,Switzerland,SUI
beijing-2022,GOLD,Switzerland,SUI
beijing-2022,GOLD,Slovakia,SVK
beijing-2022,BRONZE,Switzerland,SUI
beijing-2022,SILVER,Austria,AUT
beijing-2022,SILVER,Australia,AUS
beijing-2022,GOLD,Germany,GER
beijing-2022,BRONZE,Netherlands,NED
beijing-2022,SILVER,Germany,GER
beijing-2022,BRONZE,People's Republic of China,CHN
beijing-2022,GOLD,Germany,GER
beijing-2022,SILVER,Sweden,SWE
beijing-2022,BRONZE,United States of America,USA
beijing-2022,GOLD,Sweden,SWE
beijing-2022,GOLD,Germany,GER
beijing-2022,GOLD,Germany,GER
beijing-2022,SILVER,Sweden,SWE
beijing-2022,SILVER,Sweden,SWE
beijing-2022,BRONZE,ROC,ROC
beijing-2022,BRONZE,ROC,ROC
beijing-2022,GOLD,Norway,NOR
beijing-2022,GOLD,Norway,NOR
beijing-2022,SILVER,Finland,FIN
beijing-2022,SILVER,Finland,FIN
beijing-2022,BRONZE,ROC,ROC
beijing-2022,BRONZE,ROC,ROC
beijing-2022,GOLD,ROC,ROC
beijing-2022,SILVER,ROC,ROC
beijing-2022,BRONZE,Finland,FIN
beijing-2022,GOLD,ROC,ROC
beijing-2022,SILVER,Norway,NOR
beijing-2022,BRONZE,France,FRA
beijing-2022,BRONZE,Austria,AUT
beijing-2022,SILVER,ROC,ROC
beijing-2022,GOLD,Norway,NOR
beijing-2022,SILVER,United States of America,USA
beijing-2022,BRONZE,Finland,FIN
beijing-2022,GOLD,Norway,NOR
beijing-2022,GOLD,Norway,NOR
beijing-2022,SILVER,Finland,FIN
beijing-2022,BRONZE,Finland,FIN
beijing-2022,GOLD,ROC,ROC
beijing-2022,SILVER,ROC,ROC
beijing-2022,BRONZE,Norway,NOR
beijing-2022,GOLD,Finland,FIN
beijing-2022,BRONZE,Norway,NOR
beijing-2022,SILVER,ROC,ROC
beijing-2022,GOLD,ROC,ROC
beijing-2022,SILVER,Germany,GER
beijing-2022,BRONZE,Sweden,SWE
beijing-2022,SILVER,Italy,ITA
beijing-2022,BRONZE,ROC,ROC
beijing-2022,GOLD,Norway,NOR
beijing-2022,BRONZE,Republic of Korea,KOR
beijing-2022,GOLD,Netherlands,NED
beijing-2022,SILVER,Netherlands,NED
beijing-2022,SILVER,Netherlands,NED
beijing-2022,GOLD,Japan,JPN
beijing-2022,BRONZE,United States of America,USA
beijing-2022,GOLD,Canada,CAN
beijing-2022,SILVER,Japan,JPN
beijing-2022,BRONZE,Netherlands,NED
beijing-2022,SILVER,Canada,CAN
beijing-2022,BRONZE,Norway,NOR
beijing-2022,GOLD,Netherlands,NED
beijing-2022,BRONZE,Italy,ITA
beijing-2022,SILVER,Canada,CAN
beijing-2022,GOLD,Netherlands,NED
beijing-2022,SILVER,Netherlands,NED
beijing-2022,GOLD,Sweden,SWE
beijing-2022,BRONZE,Norway,NOR
beijing-2022,BRONZE,Czech Republic,CZE
beijing-2022,SILVER,Canada,CAN
beijing-2022,GOLD,Netherlands,NED
beijing-2022,BRONZE,Canada,CAN
beijing-2022,SILVER,Italy,ITA
beijing-2022,GOLD,Netherlands,NED
beijing-2022,BRONZE,Italy,ITA
beijing-2022,GOLD,Sweden,SWE
beijing-2022,SILVER,Netherlands,NED
beijing-2022,SILVER,Republic of Korea,KOR
beijing-2022,GOLD,Belgium,BEL
beijing-2022,BRONZE,Republic of Korea,KOR
beijing-2022,GOLD,Norway,NOR
beijing-2022,SILVER,ROC,ROC
beijing-2022,BRONZE,United States of America,USA
beijing-2022,SILVER,Japan,JPN
beijing-2022,BRONZE,Netherlands,NED
beijing-2022,GOLD,Netherlands,NED
beijing-2022,GOLD,United States of America,USA
beijing-2022,BRONZE,ROC,ROC
beijing-2022,SILVER,Japan,JPN
beijing-2022,GOLD,People's Republic of China,CHN
beijing-2022,SILVER,Republic of Korea,KOR
beijing-2022,BRONZE,Japan,JPN
beijing-2022,SILVER,Norway,NOR
beijing-2022,GOLD,Germany,GER
beijing-2022,BRONZE,Austria,AUT
beijing-2022,BRONZE,Japan,JPN
beijing-2022,GOLD,Norway,NOR
beijing-2022,SILVER,Norway,NOR
beijing-2022,GOLD,Norway,NOR
beijing-2022,SILVER,Germany,GER
beijing-2022,BRONZE,Japan,JPN
beijing-2022,GOLD,Germany,GER
beijing-2022,SILVER,Germany,GER
beijing-2022,BRONZE,Canada,CAN
beijing-2022,SILVER,United States of America,USA
beijing-2022,BRONZE,Canada,CAN
beijing-2022,GOLD,United States of America,USA
beijing-2022,GOLD,Germany,GER
beijing-2022,GOLD,Germany,GER
beijing-2022,SILVER,Germany,GER
beijing-2022,SILVER,Germany,GER
beijing-2022,BRONZE,Germany,GER
beijing-2022,BRONZE,Germany,GER
beijing-2022,GOLD,Germany,GER
beijing-2022,GOLD,Germany,GER
beijing-2022,SILVER,Germany,GER
beijing-2022,SILVER,Germany,GER
beijing-2022,BRONZE,United States of America,USA
beijing-2022,BRONZE,United States of America,USA
tokyo-2020,GOLD,Spain,ESP
tokyo-2020,GOLD,Spain,ESP
tokyo-2020,SILVER,San Marino,SMR
tokyo-2020,SILVER,San Marino,SMR
tokyo-2020,BRONZE,United States of America,USA
tokyo-2020,BRONZE,United States of America,USA
tokyo-2020,SILVER,ROC,ROC
tokyo-2020,BRONZE,ROC,ROC
tokyo-2020,GOLD,Switzerland,SUI
tokyo-2020,BRONZE,Serbia,SRB
tokyo-2020,GOLD,People's Republic of China,CHN
tokyo-2020,SILVER,ROC,ROC
tokyo-2020,GOLD,France,FRA
tokyo-2020,SILVER,Cuba,CUB
tokyo-2020,BRONZE,People's Republic of China,CHN
tokyo-2020,BRONZE,People's Republic of China,CHN
tokyo-2020,SILVER,People's Republic of China,CHN
tokyo-2020,GOLD,United States of America,USA
tokyo-2020,BRONZE,Switzerland,SUI
tokyo-2020,GOLD,People's Republic of China,CHN
tokyo-2020,SILVER,ROC,ROC
tokyo-2020,GOLD,Czech Republic,CZE
tokyo-2020,SILVER,Czech Republic,CZE
tokyo-2020,BRONZE,Great Britain,GBR
tokyo-2020,SILVER,Italy,ITA
tokyo-2020,BRONZE,People's Republic of China,CHN
tokyo-2020,GOLD,United States of America,USA
tokyo-2020,BRONZE,San Marino,SMR
tokyo-2020,GOLD,Slovakia,SVK
tokyo-2020,SILVER,United States of America,USA
tokyo-2020,GOLD,ROC,ROC
tokyo-2020,SILVER,Bulgaria,BUL
tokyo-2020,BRONZE,People's Republic of China,CHN
tokyo-2020,GOLD,People's Republic of China,CHN
tokyo-2020,GOLD,People's Republic of China,CHN
tokyo-2020,SILVER,United States of America,USA
tokyo-2020,SILVER,United States of America,USA
tokyo-2020,BRONZE,ROC,ROC
tokyo-2020,BRONZE,ROC,ROC
tokyo-2020,BRONZE,People's Republic of China,CHN
tokyo-2020,GOLD,ROC,ROC
tokyo-2020,SILVER,Republic of Korea,KOR
tokyo-2020,SILVER,Serbia,SRB
tokyo-2020,BRONZE,People's Republic of China,CHN
tokyo-2020,GOLD,Islamic Republic of Iran,IRI
tokyo-2020,GOLD,People's Republic of China,CHN
tokyo-2020,GOLD,People's Republic of China,CHN
tokyo-2020,SILVER,ROC,ROC
tokyo-2020,SILVER,ROC,ROC
tokyo-2020,BRONZE,Ukraine,UKR
tokyo-2020,BRONZE,Ukraine,UKR
tokyo-2020,BRONZE,Kuwait,KUW
tokyo-2020,GOLD,United States of America,USA
tokyo-2020,SILVER,Denmark,DEN
tokyo-2020,GOLD,People's Republic of China,CHN
tokyo-2020,GOLD,People's Republic of China,CHN
tokyo-2020,SILVER,United States of America,USA
tokyo-2020,SILVER,United States of America,USA
tokyo-2020,BRONZE,Germany,GER
tokyo-2020,BRONZE,Germany,GER
tokyo-2020,GOLD,People's Republic of China,CHN
tokyo-2020,GOLD,People's Republic of China,CHN
tokyo-2020,SILVER,Canada,CAN
tokyo-2020,SILVER,Canada,CAN
tokyo-2020,BRONZE,Germany,GER
tokyo-2020,BRONZE,Germany,GER
tokyo-2020,GOLD,Great Britain,GBR
tokyo-2020,GOLD,Great Britain,GBR
tokyo-2020,SILVER,People's Republic of China,CHN
tokyo-2020,SILVER,People's Republic of China,CHN
tokyo-2020,BRONZE,ROC,ROC
tokyo-2020,BRONZE,ROC,ROC
tokyo-2020,BRONZE,Great Britain,GBR
tokyo-2020,SILVER,People's Republic of China,CHN
tokyo-2020,GOLD,People's Republic of China,CHN
tokyo-2020,GOLD,People's Republic of China,CHN
tokyo-2020,GOLD,People's Republic of China,CHN
tokyo-2020,SILVER,United States of America,USA
tokyo-2020,SILVER,United States of America,USA
tokyo-2020,BRONZE,Mexico,MEX
tokyo-2020,BRONZE,Mexico,MEX
tokyo-2020,SILVER,People's Republic of China,CHN
tokyo-2020,BRONZE,Australia,AUS
tokyo-2020,GOLD,People's Republic of China,CHN
tokyo-2020,BRONZE,Great Britain,GBR
tokyo-2020,SILVER,People's Republic of China,CHN
tokyo-2020,GOLD,People's Republic of China,CHN
tokyo-2020,SILVER,People's Republic of China,CHN
tokyo-2020,GOLD,People's Republic of China,CHN
tokyo-2020,BRONZE,United States of America,USA
tokyo-2020,SILVER,Canada,CAN
tokyo-2020,BRONZE,Ukraine,UKR
tokyo-2020,GOLD,United States of America,USA
tokyo-2020,GOLD,Cuba,CUB
tokyo-2020,GOLD,Cuba,CUB
tokyo-2020,SILVER,People's Republic of China,CHN
tokyo-2020,SILVER,People's Republic of China,CHN
tokyo-2020,BRONZE,Germany,GER
tokyo-2020,BRONZE,Germany,GER
tokyo-2020,GOLD,Germany,GER
tokyo-2020,SILVER,Spain,ESP
tokyo-2020,BRONZE,Slovakia,SVK
tokyo-2020,GOLD,Australia,AUS
tokyo-2020,GOLD,Australia,AUS
tokyo-2020,SILVER,Germany,GER
tokyo-2020,SILVER,Germany,GER
tokyo-2020,BRONZE,Czech Republic,CZE
tokyo-2020,BRONZE,Czech Republic,CZE
tokyo-2020,GOLD,New Zealand,NZL
tokyo-2020,BRONZE,Denmark,DEN
tokyo-2020,SILVER,Spain,ESP
tokyo-2020,GOLD,People's Republic of China,CHN
tokyo-2020,GOLD,People's Republic of China,CHN
tokyo-2020,SILVER,Ukraine,UKR
tokyo-2020,SILVER,Ukraine,UKR
tokyo-2020,BRONZE,Canada,CAN
tokyo-2020,BRONZE,Canada,CAN
tokyo-2020,GOLD,New Zealand,NZL
tokyo-2020,SILVER,Hungary,HUN
tokyo-2020,BRONZE,Denmark,DEN
tokyo-2020,GOLD,Hungary,HUN
tokyo-2020,SILVER,Belarus,BLR
tokyo-2020,BRONZE,Poland,POL
tokyo-2020,BRONZE,Republic of Moldova,MDA
tokyo-2020,SILVER,People's Republic of China,CHN
tokyo-2020,GOLD,Brazil,BRA
tokyo-2020,SILVER,Hungary,HUN
tokyo-2020,GOLD,Hungary,HUN
tokyo-2020,BRONZE,Portugal,POR
tokyo-2020,GOLD,New Zealand,NZL
tokyo-2020,GOLD,New Zealand,NZL
tokyo-2020,SILVER,Poland,POL
tokyo-2020,SILVER,Poland,POL
tokyo-2020,BRONZE,Hungary,HUN
tokyo-2020,BRONZE,Hungary,HUN
tokyo-2020,BRONZE,Great Britain,GBR
tokyo-2020,GOLD,Hungary,HUN
tokyo-2020,SILVER,Italy,ITA
tokyo-2020,SILVER,Netherlands,NED
tokyo-2020,GOLD,Austria,AUT
tokyo-2020,BRONZE,Italy,ITA
tokyo-2020,BRONZE,Netherlands,NED
tokyo-2020,GOLD,Netherlands,NED
tokyo-2020,SILVER,Switzerland,SUI
tokyo-2020,GOLD,Slovenia,SLO
tokyo-2020,BRONZE,Australia,AUS
tokyo-2020,SILVER,Netherlands,NED
tokyo-2020,GOLD,Ecuador,ECU
tokyo-2020,BRONZE,Slovenia,SLO
tokyo-2020,SILVER,Belgium,BEL
tokyo-2020,GOLD,Canada,CAN
tokyo-2020,SILVER,Sweden,SWE
tokyo-2020,BRONZE,United States of America,USA
tokyo-2020,GOLD,Brazil,BRA
tokyo-2020,SILVER,Spain,ESP
tokyo-2020,BRONZE,Mexico,MEX
tokyo-2020,SILVER,Great Britain,GBR
tokyo-2020,BRONZE,Ireland,IRL
tokyo-2020,BRONZE,ROC,ROC
tokyo-2020,GOLD,Cuba,CUB
tokyo-2020,GOLD,Brazil,BRA
tokyo-2020,BRONZE,ROC,ROC
tokyo-2020,SILVER,Ukraine,UKR
tokyo-2020,BRONZE,Philippines,PHI
tokyo-2020,BRONZE,Kazakhstan,KAZ
tokyo-2020,GOLD,Uzbekistan,UZB
tokyo-2020,SILVER,United States of America,USA
tokyo-2020,BRONZE,Great Britain,GBR
tokyo-2020,SILVER,Great Britain,GBR
tokyo-2020,BRONZE,Azerbaijan,AZE
tokyo-2020,GOLD,Cuba,CUB
tokyo-2020,BRONZE,ROC,ROC
tokyo-2020,SILVER,United States of America,USA
tokyo-2020,BRONZE,Ghana,GHA
tokyo-2020,GOLD,ROC,ROC
tokyo-2020,BRONZE,Cuba,CUB
tokyo-2020,BRONZE,Brazil,BRA
tokyo-2020,SILVER,ROC,ROC
tokyo-2020,BRONZE,New Zealand,NZL
tokyo-2020,GOLD,Cuba,CUB
tokyo-2020,BRONZE,ROC,ROC
tokyo-2020,GOLD,Great Britain,GBR
tokyo-2020,BRONZE,Netherlands,NED
tokyo-2020,SILVER,People's Republic of China,CHN
tokyo-2020,GOLD,Ireland,IRL
tokyo-2020,SILVER,Brazil,BRA
tokyo-2020,BRONZE,Finland,FIN
tokyo-2020,BRONZE,Thailand,THA
tokyo-2020,SILVER,People's Republic of China,CHN
tokyo-2020,GOLD,Turkey,TUR
tokyo-2020,BRONZE,United States of America,USA
tokyo-2020,BRONZE,India,IND
tokyo-2020,BRONZE,Chinese Taipei,TPE
tokyo-2020,GOLD,Bulgaria,BUL
tokyo-2020,SILVER,Turkey,TUR
tokyo-2020,BRONZE,Japan,JPN
tokyo-2020,SILVER,Philippines,PHI
tokyo-2020,BRONZE,Japan,JPN
tokyo-2020,BRONZE,Kazakhstan,KAZ
tokyo-2020,GOLD,Great Britain,GBR
tokyo-2020,BRONZE,Italy,ITA
tokyo-2020,GOLD,Japan,JPN
tokyo-2020,SILVER,Philippines,PHI
tokyo-2020,BRONZE,Great Britain,GBR
tokyo-2020,SILVER,United States of America,USA
tokyo-2020,BRONZE,Australia,AUS
tokyo-2020,BRONZE,Armenia,ARM
tokyo-2020,GOLD,Cuba,CUB
tokyo-2020,GOLD,ROC,ROC
tokyo-2020,GOLD,ROC,ROC
tokyo-2020,SILVER,People's Republic of China,CHN
tokyo-2020,SILVER,People's Republic of China,CHN
tokyo-2020,BRONZE,Ukraine,UKR
tokyo-2020,BRONZE,Ukraine,UKR
tokyo-2020,GOLD,ROC,ROC
tokyo-2020,SILVER,People's Republic of China,CHN
tokyo-2020,BRONZE,Ukraine,UKR
tokyo-2020,GOLD,France,FRA
tokyo-2020,SILVER,Denmark,DEN
tokyo-2020,BRONZE,Spain,ESP
tokyo-2020,GOLD,France,FRA
tokyo-2020,SILVER,ROC,ROC
tokyo-2020,BRONZE,Norway,NOR
tokyo-2020,GOLD,Fiji,FIJ
tokyo-2020,SILVER,New Zealand,NZL
tokyo-2020,BRONZE,Argentina,ARG
tokyo-2020,GOLD,New Zealand,NZL
tokyo-2020,SILVER,France,FRA
tokyo-2020,BRONZE,Fiji,FIJ
tokyo-2020,GOLD,Netherlands,NED
tokyo-2020,SILVER,Great Britain,GBR
tokyo-2020,BRONZE,Colombia,COL
tokyo-2020,GOLD,Great Britain,GBR
tokyo-2020,SILVER,Colombia,COL
tokyo-2020,BRONZE,Netherlands,NED
tokyo-2020,SILVER,Great Britain,GBR
tokyo-2020,GOLD,Bermuda,BER
tokyo-2020,BRONZE,United States of America,USA
tokyo-2020,GOLD,Great Britain,GBR
tokyo-2020,SILVER,United States of America,USA
tokyo-2020,BRONZE,France,FRA
tokyo-2020,SILVER,Great Britain,GBR
tokyo-2020,BRONZE,New Zealand,NZL
tokyo-2020,GOLD,Norway,NOR
tokyo-2020,SILVER,South Africa,RSA
tokyo-2020,GOLD,United States of America,USA
tokyo-2020,BRONZE,Japan,JPN
tokyo-2020,GOLD,Brazil,BRA
tokyo-2020,BRONZE,Australia,AUS
tokyo-2020,SILVER,Japan,JPN
tokyo-2020,GOLD,People's Republic of China,CHN
tokyo-2020,SILVER,Japan,JPN
tokyo-2020,BRONZE,"Hong Kong, China",HKG
tokyo-2020,SILVER,People's Republic of China,CHN
tokyo-2020,BRONZE,Germany,GER
tokyo-2020,GOLD,People's Republic of China,CHN
tokyo-2020,GOLD,Japan,JPN
tokyo-2020,GOLD,Japan,JPN
tokyo-2020,SILVER,People's Republic of China,CHN
tokyo-2020,SILVER,People's Republic of China,CHN
tokyo-2020,BRONZE,Chinese Taipei,TPE
tokyo-2020,BRONZE,Chinese Taipei,TPE
tokyo-2020,SILVER,People's Republic of China,CHN
tokyo-2020,GOLD,People's Republic of China,CHN
tokyo-2020,BRONZE,Japan,JPN
tokyo-2020,GOLD,People's Republic of China,CHN
tokyo-2020,SILVER,Germany,GER
tokyo-2020,BRONZE,Japan,JPN
tokyo-2020,BRONZE,Germany,GER
tokyo-2020,GOLD,Czech Republic,CZE
tokyo-2020,SILVER,Slovakia,SVK
tokyo-2020,GOLD,Australia,AUS
tokyo-2020,BRONZE,Germany,GER
tokyo-2020,SILVER,Great Britain,GBR
tokyo-2020,GOLD,Germany,GER
tokyo-2020,BRONZE,Australia,AUS
tokyo-2020,SILVER,Spain,ESP
tokyo-2020,BRONZE,Germany,GER
tokyo-2020,SILVER,Czech Republic,CZE
tokyo-2020,GOLD,Slovenia,SLO
tokyo-2020,SILVER,Netherlands,NED
tokyo-2020,GOLD,Brazil,BRA
tokyo-2020,BRONZE,Australia,AUS
tokyo-2020,SILVER,Hungary,HUN
tokyo-2020,BRONZE,Italy,ITA
tokyo-2020,GOLD,Germany,GER
tokyo-2020,SILVER,People's Republic of China,CHN
tokyo-2020,GOLD,Belarus,BLR
tokyo-2020,BRONZE,New Zealand,NZL
tokyo-2020,BRONZE,Great Britain,GBR
